"Campaign Name",Day,"Ad Set Name","Campaign ID","Ad Set ID",Age,Gender,"Delivery Status","Delivery Level","Amount Spent (USD)",Impressions,"Landing Page Views","UK Thank You","Lead - Page Contains thank-you","Lead Submission","Lead Submission Conversion Value","Lead - Page Contains thank-you Conversion Value","Reporting Starts","Reporting Ends","Unique Landing Page Views","Page Engagement","Page Likes","Post Comments","Post Engagement","Post Reactions","CPC (Cost per Link Click)","Adds to Cart","Campaign Budget","Campaign Budget Type"
"Facebook - US - PS - Lead Submissions",2020-01-05,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,male,not_delivering,adset,167.46,12265,57,,2,,,,2020-01-05,2020-01-05,55,102,,,102,23,2.32583333,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,unknown,not_delivering,adset,4.62,605,1,,,,,,2020-01-15,2020-01-15,1,3,,,3,,4.62,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,male,not_delivering,adset,268.3,13782,94,,5,,,,2020-01-16,2020-01-16,93,127,,,127,16,2.5552381,1,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,male,not_delivering,adset,307.75,22536,126,,10,,,,2020-01-16,2020-01-16,124,181,,3,181,21,2.09353741,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,male,not_delivering,adset,255.32,28139,82,,4,,,,2020-01-16,2020-01-16,82,159,,4,159,28,2.47883495,9,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,unknown,not_delivering,adset,0.39,25,,,,,,,2020-01-15,2020-01-15,,,,,,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,unknown,not_delivering,adset,0.32,54,,,,,,,2020-01-15,2020-01-15,,,,,,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,unknown,not_delivering,adset,6.73,517,2,,,,,,2020-01-15,2020-01-15,2,4,,,4,1,3.365,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,unknown,not_delivering,adset,5.27,281,3,,,,,,2020-01-15,2020-01-15,3,3,,,3,,1.75666667,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,female,not_delivering,adset,6.66,538,4,,,,,,2020-01-16,2020-01-16,4,8,,,8,2,1.665,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,female,not_delivering,adset,13.08,1368,7,,1,,,,2020-01-15,2020-01-15,7,10,,,10,,1.308,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,male,not_delivering,adset,26.24,1015,12,,,,,,2020-01-15,2020-01-15,12,14,,,14,1,2.01846154,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,male,not_delivering,adset,42.31,6038,9,,,,,,2020-01-15,2020-01-15,9,28,,,28,6,2.82066667,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,female,not_delivering,adset,104.64,3571,33,,1,,,,2020-01-15,2020-01-15,32,51,,,51,5,2.75368421,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,female,not_delivering,adset,8.34,245,,,,,,,2020-01-15,2020-01-15,,4,,,4,1,8.34,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,female,not_delivering,adset,133.45,6420,23,,1,,,,2020-01-15,2020-01-15,22,43,,1,43,7,5.13269231,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,female,not_delivering,adset,95.77,4751,32,,1,,,,2020-01-16,2020-01-16,32,50,,,50,6,2.73628571,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,unknown,not_delivering,adset,4.22,444,7,,,,,,2020-01-16,2020-01-16,7,7,,,7,,0.60285714,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,male,not_delivering,adset,345.64,41523,112,,,,,,2020-01-15,2020-01-15,111,188,,,188,33,2.52291971,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-12,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,male,not_delivering,adset,206.25,32019,75,,6,,,,2020-01-12,2020-01-12,75,137,,,137,27,2.19414894,1,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-12,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,male,not_delivering,adset,30.08,1092,12,,,,,,2020-01-12,2020-01-12,12,19,,,19,3,1.88,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-12,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,male,not_delivering,adset,17.52,3757,8,,,,,,2020-01-12,2020-01-12,8,20,,,20,7,1.46,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-12,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,female,not_delivering,adset,98.33,5453,34,,2,,,,2020-01-12,2020-01-12,34,51,,,51,7,2.34119048,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-12,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,female,not_delivering,adset,59.79,5881,25,,2,,,,2020-01-12,2020-01-12,25,39,,,39,5,1.993,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-12,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,male,not_delivering,adset,263.38,13404,96,,8,,,,2020-01-12,2020-01-12,95,131,,,131,7,2.21327731,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-12,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,male,not_delivering,adset,248.25,21974,103,,8,,,,2020-01-12,2020-01-12,103,156,,,156,24,2.05165289,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,unknown,not_delivering,adset,0.94,30,1,,,,,,2020-01-16,2020-01-16,1,1,,,1,,0.94,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,male,not_delivering,adset,24.51,3121,8,,,,,,2020-01-16,2020-01-16,8,14,,,14,1,2.451,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,unknown,not_delivering,adset,0.18,22,,,,,,,2020-01-16,2020-01-16,,1,,,1,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,female,not_delivering,adset,9.34,235,3,,,,,,2020-01-16,2020-01-16,3,5,,,5,1,2.335,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,unknown,not_delivering,adset,6.63,476,5,,,,,,2020-01-16,2020-01-16,5,8,,,8,1,0.94714286,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,unknown,not_delivering,adset,5.97,266,1,,,,,,2020-01-16,2020-01-16,1,2,,,2,,2.985,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,female,not_delivering,adset,92.48,3014,20,,2,,,,2020-01-16,2020-01-16,19,40,,,40,6,3.6992,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,male,not_delivering,adset,29.08,1150,15,,,,,,2020-01-16,2020-01-16,15,18,,,18,2,1.93866667,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-16,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,female,not_delivering,adset,86.73,5638,26,,1,,,,2020-01-16,2020-01-16,26,48,,1,48,9,2.79774194,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,female,not_delivering,adset,139.24,10033,49,,,,,,2020-01-15,2020-01-15,48,75,,,75,6,2.48642857,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,male,not_delivering,adset,334.85,26793,112,,4,,,,2020-01-15,2020-01-15,112,183,1,,182,33,2.48037037,2,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-12,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,unknown,not_delivering,adset,0.7,26,,,,,,,2020-01-12,2020-01-12,,,,,,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,male,not_delivering,adset,203.91,13569,74,,8,,,,2020-01-03,2020-01-03,73,118,,,118,13,2.1240625,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,female,not_delivering,adset,9.21,1163,6,,1,,,,2020-01-03,2020-01-03,6,7,,,7,,1.535,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,unknown,not_delivering,adset,3.71,480,1,,,,,,2020-01-03,2020-01-03,1,1,,,1,,3.71,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,male,not_delivering,adset,24.61,4348,16,,2,,,,2020-01-03,2020-01-03,16,19,,,19,2,1.44764706,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,female,not_delivering,adset,130.41,8206,52,,4,,,,2020-01-03,2020-01-03,51,82,,1,82,17,2.28789474,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,unknown,not_delivering,adset,3.23,211,,,,,,,2020-01-03,2020-01-03,,1,,,1,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,male,not_delivering,adset,24.04,1298,5,,,,,,2020-01-03,2020-01-03,5,11,,1,11,3,3.43428571,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,male,not_delivering,adset,185.74,17838,69,,2,,,,2020-01-03,2020-01-03,69,99,,1,99,16,2.41220779,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,unknown,not_delivering,adset,0.34,26,,,,,,,2020-01-03,2020-01-03,,,,,,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,male,not_delivering,adset,199.98,29649,91,,9,,,,2020-01-03,2020-01-03,91,135,,2,135,16,1.90457143,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,female,not_delivering,adset,104.95,8854,34,,,,,,2020-01-03,2020-01-03,34,65,,,65,9,2.5597561,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,female,not_delivering,adset,185.49,7961,51,,7,,,,2020-01-03,2020-01-03,51,86,,,86,18,3.04081967,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-08,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,unknown,not_delivering,adset,0.23,20,,,,,,,2020-01-08,2020-01-08,,,,,,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-08,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,unknown,not_delivering,adset,0.2,40,,,,,,,2020-01-08,2020-01-08,,,,,,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-08,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,female,not_delivering,adset,9.58,333,1,,,,,,2020-01-08,2020-01-08,1,2,,,2,,4.79,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-08,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,unknown,not_delivering,adset,2.86,253,3,,,,,,2020-01-08,2020-01-08,3,3,,,3,,0.95333333,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,female,not_delivering,adset,20.2,824,5,,,,,,2020-01-03,2020-01-03,5,13,,,13,5,2.88571429,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,unknown,not_delivering,adset,0.41,49,,,,,,,2020-01-03,2020-01-03,,,,,,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-15,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,male,not_delivering,adset,265.49,14052,91,,12,,,,2020-01-15,2020-01-15,91,143,,1,143,26,2.52847619,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,male,not_delivering,adset,30.13970516307,1183,8,,2,,,,2020-01-13,2020-01-13,8,10,,,10,2,3.76746315,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,unknown,not_delivering,adset,0.21999784790562,29,,,,,,,2020-01-13,2020-01-13,,,,,,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,unknown,not_delivering,adset,0.55999452194158,21,,,,,,,2020-01-13,2020-01-13,,2,,,2,2,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,unknown,not_delivering,adset,3.2799679142293,369,1,,,,,,2020-01-13,2020-01-13,1,2,,,2,1,3.27996791,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,female,not_delivering,adset,12.159881047874,504,4,,,,,,2020-01-13,2020-01-13,4,7,,,7,1,2.43197621,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,female,not_delivering,adset,4.959951480054,708,2,,,,,,2020-01-13,2020-01-13,2,5,,,5,,0.9919903,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,unknown,not_delivering,adset,4.2899580341596,367,2,,,,,,2020-01-13,2020-01-13,2,6,,,6,3,2.14497902,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,female,not_delivering,adset,111.69890732299,4758,31,,2,,,,2020-01-13,2020-01-13,31,47,,1,47,7,3.10274743,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-03,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,unknown,not_delivering,adset,4.18,308,3,,,,,,2020-01-03,2020-01-03,3,6,,,6,1,0.836,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,unknown,not_delivering,adset,3.5499652730225,253,4,,,,,,2020-01-13,2020-01-13,4,4,,,4,,0.88749132,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,male,not_delivering,adset,20.34980093127,3857,8,,,,,,2020-01-13,2020-01-13,8,15,,,15,1,1.69581674,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,female,not_delivering,adset,70.739308003835,6742,32,,7,,,,2020-01-13,2020-01-13,32,54,,,54,8,1.96498078,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,male,not_delivering,adset,226.84778089723,19205,86,,6,,,,2020-01-13,2020-01-13,85,118,,1,118,14,2.41327426,2,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,female,not_delivering,adset,95.269068045311,5663,25,,2,,,,2020-01-13,2020-01-13,25,47,,,47,8,3.07319574,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,male,not_delivering,adset,199.55804785475,29903,70,,3,,,,2020-01-13,2020-01-13,69,126,,,126,23,2.32044242,1,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-13,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,male,not_delivering,adset,238.62766566236,12754,113,,16,,,,2020-01-13,2020-01-13,112,157,,3,157,21,1.86427864,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-12,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,female,not_delivering,adset,121.6,4437,33,,,,,,2020-01-12,2020-01-12,33,50,,,50,8,3.04,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-12,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,unknown,not_delivering,adset,3.78,272,2,,,,,,2020-01-12,2020-01-12,2,5,,,5,,0.945,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-08,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,unknown,not_delivering,adset,2.43,174,1,,,,,,2020-01-08,2020-01-08,1,1,,,1,,2.43,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,unknown,not_delivering,adset,3.3902687667649,358,5,,,,,,2020-01-09,2020-01-09,4,6,,,6,1,0.67805375,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-20,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,male,not_delivering,adset,200.94,11434,65,,1,,,,2020-01-20,2020-01-20,65,94,,1,94,15,2.71540541,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-20,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,male,not_delivering,adset,229.85,19629,86,,5,,,,2020-01-20,2020-01-20,86,131,,3,131,18,2.25343137,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,unknown,not_delivering,adset,0.15001189233473,20,,,,,,,2020-01-09,2020-01-09,,,,,,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,unknown,not_delivering,adset,0.24001902773557,42,,,,,,,2020-01-09,2020-01-09,,,,,,,,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,unknown,not_delivering,adset,3.8403044437691,231,2,,,,,,2020-01-09,2020-01-09,2,3,,,3,1,1.92015222,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,unknown,not_delivering,adset,2.5802045481573,451,1,,,,,,2020-01-09,2020-01-09,1,1,,,1,,2.58020455,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,female,not_delivering,adset,6.2104923426578,307,3,,,,,,2020-01-09,2020-01-09,3,4,,,4,,1.55262309,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-20,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,male,not_delivering,adset,185.28,23545,57,,1,,,,2020-01-20,2020-01-20,56,117,,2,117,25,2.43789474,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,female,not_delivering,adset,6.7605359478851,716,2,,,,,,2020-01-09,2020-01-09,2,3,,,3,,2.25351198,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,female,not_delivering,adset,65.78521518519,3139,17,,,,,,2020-01-09,2020-01-09,17,29,,1,29,6,3.13262929,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,male,not_delivering,adset,182.64447931394,29731,71,,,,,,2020-01-09,2020-01-09,70,139,,3,139,28,1.94302638,6,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,female,not_delivering,adset,61.454871893128,5679,19,,,,,,2020-01-09,2020-01-09,19,37,,,37,5,2.45819488,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,female,not_delivering,adset,67.565356307562,4444,25,,4,,,,2020-01-09,2020-01-09,24,41,,,41,6,2.17952762,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,male,not_delivering,adset,22.291767200941,4239,11,,,,,,2020-01-09,2020-01-09,11,19,,,19,4,2.02652429,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,male,not_delivering,adset,167.27326074605,17776,56,,2,,,,2020-01-09,2020-01-09,54,96,,,96,18,2.49661583,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-20,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,male,not_delivering,adset,18.56,2840,6,,,,,,2020-01-20,2020-01-20,6,9,,,9,,2.32,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-20,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,female,not_delivering,adset,89.03,7840,24,,1,,,,2020-01-20,2020-01-20,24,45,,,45,10,3.17964286,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-09,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,male,not_delivering,adset,15.561233631523,925,6,,,,,,2020-01-09,2020-01-09,6,11,,1,11,2,2.22303338,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-20,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,female,not_delivering,adset,10.91,328,1,,,,,,2020-01-20,2020-01-20,1,4,,,4,2,10.91,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-17,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,female,not_delivering,adset,106.1790355602,3024,33,,2,,,,2020-01-17,2020-01-17,33,47,,,47,6,3.03368673,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-17,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,18-24,male,not_delivering,adset,20.479813978836,3036,5,,,,,,2020-01-17,2020-01-17,5,9,,,9,,2.92568771,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-17,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,male,not_delivering,adset,20.129817157909,925,5,,,,,,2020-01-17,2020-01-17,5,8,,,8,,2.51622714,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-17,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,25-34,male,not_delivering,adset,217.14802761252,25584,66,,1,,,,2020-01-17,2020-01-17,66,126,,1,126,29,2.93443281,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-17,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,male,not_delivering,adset,259.68764121895,20117,81,,,,,,2020-01-17,2020-01-17,81,139,,,139,31,2.91783867,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-17,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,male,not_delivering,adset,258.11765547936,12113,99,,4,,,,2020-01-17,2020-01-17,99,132,,,132,14,2.38997829,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-20,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,35-44,unknown,not_delivering,adset,6.06,487,5,,,,,,2020-01-20,2020-01-20,5,5,,,5,,1.212,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-20,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,45-54,unknown,not_delivering,adset,6.36,301,3,,,,,,2020-01-20,2020-01-20,3,3,,,3,,2.12,,1880,Daily
"Facebook - US - PS - Lead Submissions",2020-01-20,"US - PS - ENT Photography Entrepreneur - 5.22",6054174550039,6126598149239,55-64,unknown,not_delivering,adset,0.45,22,,,,,,,2020-01-20,2020-01-20,,,,,,,,,1880,Daily
